Nama Tempat Wisata,Alamat,Jenis Wisata,Deskripsi,Koordinat,Rating,Kota,Deskripsi Singkat
Malioboro,"Jl. Malioboro, Yogyakarta",Belanja,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.,"-7.7926, 110.3658",4.2,Yogyakarta,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.
Hutan Pinus Mangunan,"Dlingo, Bantul",Alam,Hutan pinus dengan suasana sejuk dan spot foto yang indah.,"-7.9357, 110.4236",3.9,Yogyakarta,Hutan pinus dengan suasana sejuk dan spot foto yang indah.
Keraton Yogyakarta,"Jl. Rotowijayan, Yogyakarta",Sejarah,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.,"-7.8056, 110.3649",4.2,Yogyakarta,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.
Gumuk Pasir Parangkusumo,"Bantul, Yogyakarta",Alam,Padang pasir unik di dekat pantai untuk sandboarding.,"-8.0202, 110.3207",4.6,Yogyakarta,Padang pasir unik di dekat pantai untuk sandboarding.
Goa Jomblang,"Gunungkidul, Yogyakarta",Alam,Goa vertikal dengan cahaya surga yang menakjubkan.,"-8.0305, 110.6222",3.9,Yogyakarta,Goa vertikal dengan cahaya surga yang menakjubkan.
Gumuk Pasir Parangkusumo,"Bantul, Yogyakarta",Alam,Padang pasir unik di dekat pantai untuk sandboarding.,"-8.0202, 110.3207",4.7,Yogyakarta,Padang pasir unik di dekat pantai untuk sandboarding.
Keraton Yogyakarta,"Jl. Rotowijayan, Yogyakarta",Sejarah,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.,"-7.8056, 110.3649",3.5,Yogyakarta,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.
Hutan Pinus Mangunan,"Dlingo, Bantul",Alam,Hutan pinus dengan suasana sejuk dan spot foto yang indah.,"-7.9357, 110.4236",3.6,Yogyakarta,Hutan pinus dengan suasana sejuk dan spot foto yang indah.
Hutan Pinus Mangunan,"Dlingo, Bantul",Alam,Hutan pinus dengan suasana sejuk dan spot foto yang indah.,"-7.9357, 110.4236",4,Yogyakarta,Hutan pinus dengan suasana sejuk dan spot foto yang indah.
Gumuk Pasir Parangkusumo,"Bantul, Yogyakarta",Alam,Padang pasir unik di dekat pantai untuk sandboarding.,"-8.0202, 110.3207",4.5,Yogyakarta,Padang pasir unik di dekat pantai untuk sandboarding.
Taman Sari,"Patehan, Yogyakarta",Sejarah,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.,"-7.8101, 110.3591",4,Yogyakarta,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.
Keraton Yogyakarta,"Jl. Rotowijayan, Yogyakarta",Sejarah,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.,"-7.8056, 110.3649",4.8,Yogyakarta,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.
Candi Borobudur,"Magelang, Yogyakarta",Sejarah,Candi Buddha terbesar di dunia dengan relief yang indah.,"-7.6079, 110.2038",3.9,Yogyakarta,Candi Buddha terbesar di dunia dengan relief yang indah.
Taman Sari,"Patehan, Yogyakarta",Sejarah,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.,"-7.8101, 110.3591",4.7,Yogyakarta,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.
Keraton Yogyakarta,"Jl. Rotowijayan, Yogyakarta",Sejarah,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.,"-7.8056, 110.3649",4.6,Yogyakarta,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.
Keraton Yogyakarta,"Jl. Rotowijayan, Yogyakarta",Sejarah,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.,"-7.8056, 110.3649",3.7,Yogyakarta,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.
Hutan Pinus Mangunan,"Dlingo, Bantul",Alam,Hutan pinus dengan suasana sejuk dan spot foto yang indah.,"-7.9357, 110.4236",4.2,Yogyakarta,Hutan pinus dengan suasana sejuk dan spot foto yang indah.
Gumuk Pasir Parangkusumo,"Bantul, Yogyakarta",Alam,Padang pasir unik di dekat pantai untuk sandboarding.,"-8.0202, 110.3207",3.6,Yogyakarta,Padang pasir unik di dekat pantai untuk sandboarding.
Taman Sari,"Patehan, Yogyakarta",Sejarah,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.,"-7.8101, 110.3591",3.7,Yogyakarta,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.
Taman Sari,"Patehan, Yogyakarta",Sejarah,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.,"-7.8101, 110.3591",4.5,Yogyakarta,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.
Malioboro,"Jl. Malioboro, Yogyakarta",Belanja,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.,"-7.7926, 110.3658",4.8,Yogyakarta,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.
Taman Sari,"Patehan, Yogyakarta",Sejarah,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.,"-7.8101, 110.3591",4.1,Yogyakarta,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.
Hutan Pinus Mangunan,"Dlingo, Bantul",Alam,Hutan pinus dengan suasana sejuk dan spot foto yang indah.,"-7.9357, 110.4236",4.2,Yogyakarta,Hutan pinus dengan suasana sejuk dan spot foto yang indah.
Goa Jomblang,"Gunungkidul, Yogyakarta",Alam,Goa vertikal dengan cahaya surga yang menakjubkan.,"-8.0305, 110.6222",3.8,Yogyakarta,Goa vertikal dengan cahaya surga yang menakjubkan.
Gumuk Pasir Parangkusumo,"Bantul, Yogyakarta",Alam,Padang pasir unik di dekat pantai untuk sandboarding.,"-8.0202, 110.3207",4.9,Yogyakarta,Padang pasir unik di dekat pantai untuk sandboarding.
Candi Borobudur,"Magelang, Yogyakarta",Sejarah,Candi Buddha terbesar di dunia dengan relief yang indah.,"-7.6079, 110.2038",4.3,Yogyakarta,Candi Buddha terbesar di dunia dengan relief yang indah.
Goa Jomblang,"Gunungkidul, Yogyakarta",Alam,Goa vertikal dengan cahaya surga yang menakjubkan.,"-8.0305, 110.6222",4.7,Yogyakarta,Goa vertikal dengan cahaya surga yang menakjubkan.
Taman Sari,"Patehan, Yogyakarta",Sejarah,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.,"-7.8101, 110.3591",4.6,Yogyakarta,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.
Malioboro,"Jl. Malioboro, Yogyakarta",Belanja,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.,"-7.7926, 110.3658",4.6,Yogyakarta,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.
Pantai Parangtritis,"Bantul, Yogyakarta",Alam,Pantai legendaris dengan pasir hitam dan ombak besar.,"-8.0269, 110.3186",4.9,Yogyakarta,Pantai legendaris dengan pasir hitam dan ombak besar.
Taman Sari,"Patehan, Yogyakarta",Sejarah,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.,"-7.8101, 110.3591",3.6,Yogyakarta,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.
Malioboro,"Jl. Malioboro, Yogyakarta",Belanja,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.,"-7.7926, 110.3658",4.2,Yogyakarta,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.
Hutan Pinus Mangunan,"Dlingo, Bantul",Alam,Hutan pinus dengan suasana sejuk dan spot foto yang indah.,"-7.9357, 110.4236",4.9,Yogyakarta,Hutan pinus dengan suasana sejuk dan spot foto yang indah.
Taman Sari,"Patehan, Yogyakarta",Sejarah,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.,"-7.8101, 110.3591",3.9,Yogyakarta,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.
Keraton Yogyakarta,"Jl. Rotowijayan, Yogyakarta",Sejarah,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.,"-7.8056, 110.3649",3.7,Yogyakarta,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.
Goa Jomblang,"Gunungkidul, Yogyakarta",Alam,Goa vertikal dengan cahaya surga yang menakjubkan.,"-8.0305, 110.6222",4.8,Yogyakarta,Goa vertikal dengan cahaya surga yang menakjubkan.
Goa Jomblang,"Gunungkidul, Yogyakarta",Alam,Goa vertikal dengan cahaya surga yang menakjubkan.,"-8.0305, 110.6222",3.8,Yogyakarta,Goa vertikal dengan cahaya surga yang menakjubkan.
Goa Jomblang,"Gunungkidul, Yogyakarta",Alam,Goa vertikal dengan cahaya surga yang menakjubkan.,"-8.0305, 110.6222",4.6,Yogyakarta,Goa vertikal dengan cahaya surga yang menakjubkan.
Pantai Parangtritis,"Bantul, Yogyakarta",Alam,Pantai legendaris dengan pasir hitam dan ombak besar.,"-8.0269, 110.3186",4.6,Yogyakarta,Pantai legendaris dengan pasir hitam dan ombak besar.
Gumuk Pasir Parangkusumo,"Bantul, Yogyakarta",Alam,Padang pasir unik di dekat pantai untuk sandboarding.,"-8.0202, 110.3207",4.5,Yogyakarta,Padang pasir unik di dekat pantai untuk sandboarding.
Goa Jomblang,"Gunungkidul, Yogyakarta",Alam,Goa vertikal dengan cahaya surga yang menakjubkan.,"-8.0305, 110.6222",4.6,Yogyakarta,Goa vertikal dengan cahaya surga yang menakjubkan.
Keraton Yogyakarta,"Jl. Rotowijayan, Yogyakarta",Sejarah,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.,"-7.8056, 110.3649",4.4,Yogyakarta,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.
Pantai Parangtritis,"Bantul, Yogyakarta",Alam,Pantai legendaris dengan pasir hitam dan ombak besar.,"-8.0269, 110.3186",4.4,Yogyakarta,Pantai legendaris dengan pasir hitam dan ombak besar.
Gumuk Pasir Parangkusumo,"Bantul, Yogyakarta",Alam,Padang pasir unik di dekat pantai untuk sandboarding.,"-8.0202, 110.3207",4.2,Yogyakarta,Padang pasir unik di dekat pantai untuk sandboarding.
Malioboro,"Jl. Malioboro, Yogyakarta",Belanja,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.,"-7.7926, 110.3658",4.8,Yogyakarta,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.
Hutan Pinus Mangunan,"Dlingo, Bantul",Alam,Hutan pinus dengan suasana sejuk dan spot foto yang indah.,"-7.9357, 110.4236",3.9,Yogyakarta,Hutan pinus dengan suasana sejuk dan spot foto yang indah.
Taman Sari,"Patehan, Yogyakarta",Sejarah,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.,"-7.8101, 110.3591",4.6,Yogyakarta,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.
Taman Sari,"Patehan, Yogyakarta",Sejarah,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.,"-7.8101, 110.3591",4.4,Yogyakarta,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.
Candi Borobudur,"Magelang, Yogyakarta",Sejarah,Candi Buddha terbesar di dunia dengan relief yang indah.,"-7.6079, 110.2038",3.7,Yogyakarta,Candi Buddha terbesar di dunia dengan relief yang indah.
Pantai Parangtritis,"Bantul, Yogyakarta",Alam,Pantai legendaris dengan pasir hitam dan ombak besar.,"-8.0269, 110.3186",4.4,Yogyakarta,Pantai legendaris dengan pasir hitam dan ombak besar.
Keraton Yogyakarta,"Jl. Rotowijayan, Yogyakarta",Sejarah,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.,"-7.8056, 110.3649",3.7,Yogyakarta,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.
Candi Borobudur,"Magelang, Yogyakarta",Sejarah,Candi Buddha terbesar di dunia dengan relief yang indah.,"-7.6079, 110.2038",3.7,Yogyakarta,Candi Buddha terbesar di dunia dengan relief yang indah.
Candi Borobudur,"Magelang, Yogyakarta",Sejarah,Candi Buddha terbesar di dunia dengan relief yang indah.,"-7.6079, 110.2038",5,Yogyakarta,Candi Buddha terbesar di dunia dengan relief yang indah.
Hutan Pinus Mangunan,"Dlingo, Bantul",Alam,Hutan pinus dengan suasana sejuk dan spot foto yang indah.,"-7.9357, 110.4236",4.6,Yogyakarta,Hutan pinus dengan suasana sejuk dan spot foto yang indah.
Malioboro,"Jl. Malioboro, Yogyakarta",Belanja,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.,"-7.7926, 110.3658",3.6,Yogyakarta,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.
Gumuk Pasir Parangkusumo,"Bantul, Yogyakarta",Alam,Padang pasir unik di dekat pantai untuk sandboarding.,"-8.0202, 110.3207",4.3,Yogyakarta,Padang pasir unik di dekat pantai untuk sandboarding.
Hutan Pinus Mangunan,"Dlingo, Bantul",Alam,Hutan pinus dengan suasana sejuk dan spot foto yang indah.,"-7.9357, 110.4236",3.6,Yogyakarta,Hutan pinus dengan suasana sejuk dan spot foto yang indah.
Taman Sari,"Patehan, Yogyakarta",Sejarah,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.,"-7.8101, 110.3591",4.7,Yogyakarta,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.
Candi Borobudur,"Magelang, Yogyakarta",Sejarah,Candi Buddha terbesar di dunia dengan relief yang indah.,"-7.6079, 110.2038",3.7,Yogyakarta,Candi Buddha terbesar di dunia dengan relief yang indah.
Pantai Parangtritis,"Bantul, Yogyakarta",Alam,Pantai legendaris dengan pasir hitam dan ombak besar.,"-8.0269, 110.3186",4.2,Yogyakarta,Pantai legendaris dengan pasir hitam dan ombak besar.
Keraton Yogyakarta,"Jl. Rotowijayan, Yogyakarta",Sejarah,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.,"-7.8056, 110.3649",3.8,Yogyakarta,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.
Goa Jomblang,"Gunungkidul, Yogyakarta",Alam,Goa vertikal dengan cahaya surga yang menakjubkan.,"-8.0305, 110.6222",4.5,Yogyakarta,Goa vertikal dengan cahaya surga yang menakjubkan.
Pantai Parangtritis,"Bantul, Yogyakarta",Alam,Pantai legendaris dengan pasir hitam dan ombak besar.,"-8.0269, 110.3186",4.7,Yogyakarta,Pantai legendaris dengan pasir hitam dan ombak besar.
Gumuk Pasir Parangkusumo,"Bantul, Yogyakarta",Alam,Padang pasir unik di dekat pantai untuk sandboarding.,"-8.0202, 110.3207",4.6,Yogyakarta,Padang pasir unik di dekat pantai untuk sandboarding.
Candi Borobudur,"Magelang, Yogyakarta",Sejarah,Candi Buddha terbesar di dunia dengan relief yang indah.,"-7.6079, 110.2038",4.2,Yogyakarta,Candi Buddha terbesar di dunia dengan relief yang indah.
Gumuk Pasir Parangkusumo,"Bantul, Yogyakarta",Alam,Padang pasir unik di dekat pantai untuk sandboarding.,"-8.0202, 110.3207",4.7,Yogyakarta,Padang pasir unik di dekat pantai untuk sandboarding.
Gumuk Pasir Parangkusumo,"Bantul, Yogyakarta",Alam,Padang pasir unik di dekat pantai untuk sandboarding.,"-8.0202, 110.3207",4.7,Yogyakarta,Padang pasir unik di dekat pantai untuk sandboarding.
Taman Sari,"Patehan, Yogyakarta",Sejarah,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.,"-7.8101, 110.3591",5,Yogyakarta,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.
Malioboro,"Jl. Malioboro, Yogyakarta",Belanja,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.,"-7.7926, 110.3658",4.1,Yogyakarta,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.
Goa Jomblang,"Gunungkidul, Yogyakarta",Alam,Goa vertikal dengan cahaya surga yang menakjubkan.,"-8.0305, 110.6222",4.8,Yogyakarta,Goa vertikal dengan cahaya surga yang menakjubkan.
Malioboro,"Jl. Malioboro, Yogyakarta",Belanja,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.,"-7.7926, 110.3658",4.4,Yogyakarta,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.
Gumuk Pasir Parangkusumo,"Bantul, Yogyakarta",Alam,Padang pasir unik di dekat pantai untuk sandboarding.,"-8.0202, 110.3207",3.8,Yogyakarta,Padang pasir unik di dekat pantai untuk sandboarding.
Goa Jomblang,"Gunungkidul, Yogyakarta",Alam,Goa vertikal dengan cahaya surga yang menakjubkan.,"-8.0305, 110.6222",4.3,Yogyakarta,Goa vertikal dengan cahaya surga yang menakjubkan.
Goa Jomblang,"Gunungkidul, Yogyakarta",Alam,Goa vertikal dengan cahaya surga yang menakjubkan.,"-8.0305, 110.6222",4.3,Yogyakarta,Goa vertikal dengan cahaya surga yang menakjubkan.
Hutan Pinus Mangunan,"Dlingo, Bantul",Alam,Hutan pinus dengan suasana sejuk dan spot foto yang indah.,"-7.9357, 110.4236",4.7,Yogyakarta,Hutan pinus dengan suasana sejuk dan spot foto yang indah.
Pantai Parangtritis,"Bantul, Yogyakarta",Alam,Pantai legendaris dengan pasir hitam dan ombak besar.,"-8.0269, 110.3186",3.7,Yogyakarta,Pantai legendaris dengan pasir hitam dan ombak besar.
Keraton Yogyakarta,"Jl. Rotowijayan, Yogyakarta",Sejarah,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.,"-7.8056, 110.3649",4.6,Yogyakarta,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.
Taman Sari,"Patehan, Yogyakarta",Sejarah,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.,"-7.8101, 110.3591",4.9,Yogyakarta,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.
Hutan Pinus Mangunan,"Dlingo, Bantul",Alam,Hutan pinus dengan suasana sejuk dan spot foto yang indah.,"-7.9357, 110.4236",4.2,Yogyakarta,Hutan pinus dengan suasana sejuk dan spot foto yang indah.
Keraton Yogyakarta,"Jl. Rotowijayan, Yogyakarta",Sejarah,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.,"-7.8056, 110.3649",4.3,Yogyakarta,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.
Malioboro,"Jl. Malioboro, Yogyakarta",Belanja,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.,"-7.7926, 110.3658",4,Yogyakarta,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.
Malioboro,"Jl. Malioboro, Yogyakarta",Belanja,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.,"-7.7926, 110.3658",4.2,Yogyakarta,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.
Gumuk Pasir Parangkusumo,"Bantul, Yogyakarta",Alam,Padang pasir unik di dekat pantai untuk sandboarding.,"-8.0202, 110.3207",5,Yogyakarta,Padang pasir unik di dekat pantai untuk sandboarding.
Candi Borobudur,"Magelang, Yogyakarta",Sejarah,Candi Buddha terbesar di dunia dengan relief yang indah.,"-7.6079, 110.2038",4.8,Yogyakarta,Candi Buddha terbesar di dunia dengan relief yang indah.
Malioboro,"Jl. Malioboro, Yogyakarta",Belanja,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.,"-7.7926, 110.3658",3.7,Yogyakarta,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.
Keraton Yogyakarta,"Jl. Rotowijayan, Yogyakarta",Sejarah,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.,"-7.8056, 110.3649",4.4,Yogyakarta,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.
Gumuk Pasir Parangkusumo,"Bantul, Yogyakarta",Alam,Padang pasir unik di dekat pantai untuk sandboarding.,"-8.0202, 110.3207",3.6,Yogyakarta,Padang pasir unik di dekat pantai untuk sandboarding.
Candi Borobudur,"Magelang, Yogyakarta",Sejarah,Candi Buddha terbesar di dunia dengan relief yang indah.,"-7.6079, 110.2038",3.6,Yogyakarta,Candi Buddha terbesar di dunia dengan relief yang indah.
Keraton Yogyakarta,"Jl. Rotowijayan, Yogyakarta",Sejarah,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.,"-7.8056, 110.3649",4.5,Yogyakarta,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.
Pantai Parangtritis,"Bantul, Yogyakarta",Alam,Pantai legendaris dengan pasir hitam dan ombak besar.,"-8.0269, 110.3186",4.5,Yogyakarta,Pantai legendaris dengan pasir hitam dan ombak besar.
Malioboro,"Jl. Malioboro, Yogyakarta",Belanja,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.,"-7.7926, 110.3658",3.6,Yogyakarta,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.
Hutan Pinus Mangunan,"Dlingo, Bantul",Alam,Hutan pinus dengan suasana sejuk dan spot foto yang indah.,"-7.9357, 110.4236",3.6,Yogyakarta,Hutan pinus dengan suasana sejuk dan spot foto yang indah.
Pantai Parangtritis,"Bantul, Yogyakarta",Alam,Pantai legendaris dengan pasir hitam dan ombak besar.,"-8.0269, 110.3186",4.7,Yogyakarta,Pantai legendaris dengan pasir hitam dan ombak besar.
Malioboro,"Jl. Malioboro, Yogyakarta",Belanja,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.,"-7.7926, 110.3658",4.9,Yogyakarta,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.
Gumuk Pasir Parangkusumo,"Bantul, Yogyakarta",Alam,Padang pasir unik di dekat pantai untuk sandboarding.,"-8.0202, 110.3207",3.5,Yogyakarta,Padang pasir unik di dekat pantai untuk sandboarding.
Goa Jomblang,"Gunungkidul, Yogyakarta",Alam,Goa vertikal dengan cahaya surga yang menakjubkan.,"-8.0305, 110.6222",4.9,Yogyakarta,Goa vertikal dengan cahaya surga yang menakjubkan.
Hutan Pinus Mangunan,"Dlingo, Bantul",Alam,Hutan pinus dengan suasana sejuk dan spot foto yang indah.,"-7.9357, 110.4236",3.7,Yogyakarta,Hutan pinus dengan suasana sejuk dan spot foto yang indah.
Malioboro,"Jl. Malioboro, Yogyakarta",Belanja,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.,"-7.7926, 110.3658",4.1,Yogyakarta,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.
Candi Borobudur,"Magelang, Yogyakarta",Sejarah,Candi Buddha terbesar di dunia dengan relief yang indah.,"-7.6079, 110.2038",3.6,Yogyakarta,Candi Buddha terbesar di dunia dengan relief yang indah.
Pantai Parangtritis,"Bantul, Yogyakarta",Alam,Pantai legendaris dengan pasir hitam dan ombak besar.,"-8.0269, 110.3186",3.6,Yogyakarta,Pantai legendaris dengan pasir hitam dan ombak besar.
Pantai Parangtritis,"Bantul, Yogyakarta",Alam,Pantai legendaris dengan pasir hitam dan ombak besar.,"-8.0269, 110.3186",3.5,Yogyakarta,Pantai legendaris dengan pasir hitam dan ombak besar.
Malioboro,"Jl. Malioboro, Yogyakarta",Belanja,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.,"-7.7926, 110.3658",5,Yogyakarta,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.
Keraton Yogyakarta,"Jl. Rotowijayan, Yogyakarta",Sejarah,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.,"-7.8056, 110.3649",4.1,Yogyakarta,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.
Goa Jomblang,"Gunungkidul, Yogyakarta",Alam,Goa vertikal dengan cahaya surga yang menakjubkan.,"-8.0305, 110.6222",4.8,Yogyakarta,Goa vertikal dengan cahaya surga yang menakjubkan.
Pantai Parangtritis,"Bantul, Yogyakarta",Alam,Pantai legendaris dengan pasir hitam dan ombak besar.,"-8.0269, 110.3186",3.8,Yogyakarta,Pantai legendaris dengan pasir hitam dan ombak besar.
Hutan Pinus Mangunan,"Dlingo, Bantul",Alam,Hutan pinus dengan suasana sejuk dan spot foto yang indah.,"-7.9357, 110.4236",4.5,Yogyakarta,Hutan pinus dengan suasana sejuk dan spot foto yang indah.
Taman Sari,"Patehan, Yogyakarta",Sejarah,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.,"-7.8101, 110.3591",4.7,Yogyakarta,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.
Malioboro,"Jl. Malioboro, Yogyakarta",Belanja,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.,"-7.7926, 110.3658",3.8,Yogyakarta,Jalan ikonik dengan pusat perbelanjaan dan kuliner khas Jogja.
Goa Jomblang,"Gunungkidul, Yogyakarta",Alam,Goa vertikal dengan cahaya surga yang menakjubkan.,"-8.0305, 110.6222",3.7,Yogyakarta,Goa vertikal dengan cahaya surga yang menakjubkan.
Taman Sari,"Patehan, Yogyakarta",Sejarah,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.,"-7.8101, 110.3591",3.8,Yogyakarta,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.
Gumuk Pasir Parangkusumo,"Bantul, Yogyakarta",Alam,Padang pasir unik di dekat pantai untuk sandboarding.,"-8.0202, 110.3207",3.6,Yogyakarta,Padang pasir unik di dekat pantai untuk sandboarding.
Taman Sari,"Patehan, Yogyakarta",Sejarah,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.,"-7.8101, 110.3591",4.2,Yogyakarta,Kompleks bekas taman kerajaan dengan kolam dan terowongan bawah tanah.
Pantai Parangtritis,"Bantul, Yogyakarta",Alam,Pantai legendaris dengan pasir hitam dan ombak besar.,"-8.0269, 110.3186",4.8,Yogyakarta,Pantai legendaris dengan pasir hitam dan ombak besar.
Gumuk Pasir Parangkusumo,"Bantul, Yogyakarta",Alam,Padang pasir unik di dekat pantai untuk sandboarding.,"-8.0202, 110.3207",4.3,Yogyakarta,Padang pasir unik di dekat pantai untuk sandboarding.
Keraton Yogyakarta,"Jl. Rotowijayan, Yogyakarta",Sejarah,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.,"-7.8056, 110.3649",3.5,Yogyakarta,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.
Candi Borobudur,"Magelang, Yogyakarta",Sejarah,Candi Buddha terbesar di dunia dengan relief yang indah.,"-7.6079, 110.2038",4.2,Yogyakarta,Candi Buddha terbesar di dunia dengan relief yang indah.
Goa Jomblang,"Gunungkidul, Yogyakarta",Alam,Goa vertikal dengan cahaya surga yang menakjubkan.,"-8.0305, 110.6222",4.1,Yogyakarta,Goa vertikal dengan cahaya surga yang menakjubkan.
Candi Borobudur,"Magelang, Yogyakarta",Sejarah,Candi Buddha terbesar di dunia dengan relief yang indah.,"-7.6079, 110.2038",4.2,Yogyakarta,Candi Buddha terbesar di dunia dengan relief yang indah.
Hutan Pinus Mangunan,"Dlingo, Bantul",Alam,Hutan pinus dengan suasana sejuk dan spot foto yang indah.,"-7.9357, 110.4236",4.9,Yogyakarta,Hutan pinus dengan suasana sejuk dan spot foto yang indah.
Keraton Yogyakarta,"Jl. Rotowijayan, Yogyakarta",Sejarah,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.,"-7.8056, 110.3649",4.5,Yogyakarta,Istana resmi Kesultanan Yogyakarta dengan nilai budaya tinggi.
